age,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
33,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States
17,6, Never-married, ?, Own-child, Other, Female,0,0,20, United-States
51,13, Divorced, Sales, Not-in-family, White, Female,0,0,60, United-States
33,9, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States
23,10, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,18, United-States
52,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States
36,10, Divorced, ?, Own-child, White, Female,0,0,32, United-States
25,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States
38,10, Married-civ-spouse, ?, Wife, White, Female,0,0,20, United-States
64,5, Separated, Transport-moving, Not-in-family, White, Male,0,0,45, United-States
42,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States
29,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States
26,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States
38,9, Married-civ-spouse, ?, Husband, White, Male,0,0,24, United-States
24,6, Never-married, Other-service, Other-relative, White, Male,0,0,30, Mexico
43,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
38,6, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,40, United-States
28,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States
18,10, Never-married, ?, Own-child, White, Female,0,0,25, United-States
44,11, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States
81,9, Married-civ-spouse, ?, Husband, White, Male,0,0,18, United-States
55,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
52,7, Widowed, Other-service, Unmarried, Black, Female,0,0,40, United-States
31,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
35,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
39,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,36, United-States
27,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States
23,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,15, United-States
26,7, Separated, Craft-repair, Other-relative, White, Male,2907,0,50, United-States
33,11, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Cuba
39,10, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States
44,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States
38,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States
18,8, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States
54,9, Widowed, Other-service, Not-in-family, White, Female,0,0,15, United-States
45,9, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States
43,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, India
23,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States
37,10, Never-married, Exec-managerial, Not-in-family, White, Male,2174,0,40, United-States
33,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
45,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States
32,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States
47,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
44,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States
22,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States
17,7, Never-married, Sales, Own-child, White, Male,0,0,30, United-States
64,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,60, United-States
30,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States
51,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States
26,9, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States
31,10, Never-married, Sales, Not-in-family, White, Female,0,1504,40, United-States
50,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
18,10, Never-married, ?, Own-child, White, Male,594,0,10, United-States
63,9, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States
48,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43, United-States
37,13, Married-civ-spouse, Sales, Husband, White, Male,0,2415,50, United-States
51,9, Married-civ-spouse, ?, Husband, White, Male,0,0,28, United-States
29,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,38, United-States
69,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States
56,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States
26,13, Married-civ-spouse, ?, Wife, White, Female,0,0,40, United-States
39,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States
42,9, Separated, Other-service, Not-in-family, White, Female,0,0,22, United-States
41,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
45,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1887,40, United-States
23,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States
29,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States
34,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States
31,13, Married-civ-spouse, ?, Wife, White, Female,0,1902,20, United-States
46,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States
46,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,25, United-States
33,3, Separated, Other-service, Unmarried, White, Female,0,0,40, Mexico
46,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
26,9, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States
49,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, France
66,9, Widowed, ?, Not-in-family, Other, Female,0,0,35, Puerto-Rico
55,9, Married-civ-spouse, Tech-support, Wife, White, Female,0,1887,40, United-States
35,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States
27,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States
31,9, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States
47,10, Separated, Adm-clerical, Unmarried, White, Female,0,0,16, Germany
48,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
27,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,56, United-States
38,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
27,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States
23,12, Never-married, ?, Own-child, White, Male,0,1721,20, United-States
17,8, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States
44,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
26,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States
37,9, Never-married, Transport-moving, Other-relative, White, Female,0,0,40, United-States
49,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States
42,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
26,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
73,11, Married-spouse-absent, ?, Not-in-family, White, Female,0,0,32, United-States
44,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
47,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
28,10, Divorced, ?, Own-child, White, Female,0,0,20, ?
49,10, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States
17,9, Never-married, Sales, Own-child, White, Female,0,0,20, United-States
42,10, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States
30,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
36,11, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,37, Hong
53,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
23,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States
35,9, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States
32,7, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,13550,0,60, United-States
39,13, Widowed, Prof-specialty, Unmarried, White, Female,0,0,50, Poland
40,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States
28,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
32,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States
42,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States
35,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,43, United-States
35,8, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States
21,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States
71,4, Widowed, Exec-managerial, Not-in-family, White, Male,6097,0,40, United-States
31,9, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States
25,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States
35,9, Never-married, Adm-clerical, Own-child, White, Female,6849,0,40, United-States
24,9, Never-married, Other-service, Other-relative, White, Male,0,0,25, United-States
69,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States
35,14, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, ?
35,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States
42,13, Never-married, Sales, Not-in-family, White, Male,10520,0,50, United-States
51,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States
48,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,44, United-States
49,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
53,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,2407,0,99, United-States
43,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States
53,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States
35,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States
36,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States
34,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States
48,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States
53,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States
37,10, Divorced, Handlers-cleaners, Own-child, White, Male,0,1504,40, United-States
49,15, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States
30,10, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States
41,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States
25,10, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States
24,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States
34,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States
29,9, Never-married, Craft-repair, Unmarried, White, Female,0,0,42, United-States
